Feature,Importance
Q18_1,0.0000
Q18_2,0.0000
Q18_3,0.0000
Q18_4,0.0000
Q18_5,0.0000
Q19_1,0.0000
Q19_2,0.0000
Q19_3,0.0000
Q19_4,0.0000
Q19_5,0.0000
Q19_6,0.0000
Q19_7,0.0000
Q19_8,0.0000
Q19_9,0.0000
Q19_10,0.0000
